City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
349,Severnyy,RU,50.677,36.5532,53.64,71,75,4.47,broken clouds
350,Ilulissat,GL,69.2167,-51.1,28.42,86,75,4.61,light snow
351,Nome,US,64.5011,-165.4064,43.16,70,75,5.75,broken clouds
352,Bairiki,KI,1.3292,172.9752,82.4,78,20,11.5,few clouds
353,Faanui,PF,-16.4833,-151.75,79.52,78,93,8.16,moderate rain
354,Mizan Teferi,ET,6.9833,35.5833,62.69,95,100,2.42,overcast clouds
355,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,79.11,84,97,8.16,overcast clouds
356,Olinda,BR,-8.0089,-34.8553,82.13,69,75,8.05,moderate rain
357,Peniche,PT,39.3558,-9.3811,56.28,90,2,8.43,clear sky
358,Honningsvag,NO,70.9821,25.9704,38.95,93,100,18.41,overcast clouds
359,Beira,MZ,-19.8436,34.8389,75.29,100,75,4.61,broken clouds
360,Aklavik,CA,68.2191,-135.0107,32.0,51,0,9.22,clear sky
361,Byron Bay,AU,-28.65,153.6167,66.09,83,94,12.64,overcast clouds
362,Lagos,NG,6.5833,3.75,82.72,86,97,6.22,overcast clouds
363,Cockburn Town,TC,21.4612,-71.1419,80.56,57,40,18.41,scattered clouds
364,Bull Savanna,JM,17.8868,-77.5902,77.77,75,97,9.04,overcast clouds
365,Nerchinskiy Zavod,RU,51.3088,119.61,25.88,44,69,2.37,broken clouds
366,Ketchikan,US,55.3422,-131.6461,44.58,87,100,17.27,moderate rain
367,Salalah,OM,17.0151,54.0924,84.29,74,40,6.91,scattered clouds
368,Ondangwa,NA,-17.9167,15.95,73.45,34,6,6.46,clear sky
369,Asau,RO,46.4333,26.4,50.95,100,53,3.0,broken clouds
370,Soliera,IT,44.738,10.9263,59.38,87,38,3.74,heavy intensity rain
371,Palmer,US,42.1584,-72.3287,66.24,27,100,5.75,overcast clouds
372,Maraba,BR,-5.3686,-49.1178,82.58,83,75,4.61,broken clouds
373,Saeby,DK,57.3319,10.5225,49.96,73,25,16.75,scattered clouds
374,Bathsheba,BB,13.2167,-59.5167,83.01,61,40,13.8,scattered clouds
375,Yumen,CN,40.2833,97.2,53.13,23,15,3.94,few clouds
376,Malayal,PH,7.208,121.942,79.18,83,74,0.74,broken clouds
377,Ypsonas,CY,34.6884,32.9574,67.17,77,0,3.44,clear sky
378,Mahebourg,MU,-20.4081,57.7,77.29,61,20,14.97,few clouds
379,Pangody,RU,65.85,74.4859,-8.16,100,72,5.75,broken clouds
380,Plaza De Caisan,PA,8.7333,-82.8167,72.19,89,98,2.21,overcast clouds
381,Nouadhibou,MR,20.931,-17.0347,69.78,64,14,10.36,few clouds
382,Chimbote,PE,-9.0853,-78.5783,70.88,77,15,9.73,few clouds
383,Khandyga,RU,62.6667,135.6,16.74,93,95,1.3,overcast clouds
384,Akhisar,TR,38.9185,27.8401,60.31,48,12,2.37,few clouds
385,Karratha,AU,-20.7377,116.8463,78.33,56,5,6.22,light rain
386,Kupang,ID,-10.1667,123.5833,76.42,82,67,5.32,broken clouds
387,Oxapampa,PE,-10.5775,-75.4017,67.53,85,77,3.42,broken clouds
388,Dunedin,NZ,-45.8742,170.5036,53.8,72,86,17.0,overcast clouds
389,Broome,US,42.2506,-75.833,63.19,44,100,3.44,overcast clouds
390,Selma,US,36.5708,-119.6121,72.01,51,1,5.35,clear sky
391,Esperance,AU,-33.8667,121.9,55.24,87,37,8.93,scattered clouds
392,Srednekolymsk,RU,67.45,153.6833,11.35,94,100,1.3,overcast clouds
393,Ilorin,NG,8.5,4.55,86.36,70,20,5.75,few clouds
394,Afyonkarahisar,TR,38.75,30.6667,57.51,52,48,2.8,scattered clouds
395,Muisne,EC,0.6,-80.0333,79.97,75,31,7.99,scattered clouds
396,Aleksandrovsk-Sakhalinskiy,RU,50.8975,142.1561,27.25,88,90,6.17,overcast clouds
397,Vila Franca Do Campo,PT,37.7167,-25.4333,57.61,79,90,14.05,overcast clouds
398,Bokoro,TD,12.3807,17.0568,93.43,30,61,9.73,broken clouds
399,Ust-Kuyga,RU,70.0167,135.6,-0.9,100,100,2.57,overcast clouds
400,Cata,RO,46.0833,25.2667,44.69,94,51,3.69,broken clouds
401,Mao,ES,39.8885,4.2658,57.76,82,20,18.41,few clouds
402,Tateyama,JP,34.9833,139.8667,65.1,86,100,13.47,overcast clouds
403,Ondjiva,AO,-17.0667,15.7333,66.2,44,15,5.03,few clouds
404,Borinskoye,RU,52.4569,39.3713,49.19,66,98,5.88,overcast clouds
405,Morros,BR,-9.4467,-46.3003,80.42,60,100,0.74,overcast clouds
406,Umba,RU,66.6871,34.3429,33.12,90,100,4.99,overcast clouds
407,Sola,VU,-13.8833,167.55,82.08,68,71,4.23,broken clouds
408,Cardston,CA,49.2,-113.3019,48.34,57,100,10.36,overcast clouds
409,Jimma,ET,7.6667,36.8333,59.92,94,98,1.68,overcast clouds
410,Puerto Suarez,BO,-18.95,-57.8,90.16,62,75,10.36,broken clouds
411,Hamilton,US,39.1834,-84.5333,84.29,37,0,16.11,clear sky
412,Lasa,IT,46.6166,10.7002,49.08,99,100,7.05,light rain
413,Tarakan,ID,3.3,117.6333,79.43,84,93,4.65,overcast clouds
414,Bukama,CD,-9.2,25.85,69.4,95,70,1.5,light rain
415,Birnin Kebbi,NG,12.4539,4.1975,98.2,15,97,5.77,overcast clouds
416,Acajutla,SV,13.5928,-89.8275,86.0,61,19,9.33,few clouds
417,Clovis,US,36.8252,-119.7029,71.04,46,20,4.61,few clouds
418,Bushehr,IR,28.9684,50.8385,71.69,49,0,11.5,clear sky
419,Honiara,SB,-9.4333,159.95,80.85,80,56,2.59,broken clouds
420,Lorengau,PG,-2.0226,147.2712,81.12,79,99,5.44,overcast clouds
421,Ust-Tsilma,RU,65.441,52.1498,30.56,98,100,2.51,overcast clouds
422,Soe,ID,-9.8607,124.284,64.22,75,96,3.02,overcast clouds
423,Mpika,ZM,-11.8343,31.4529,60.1,98,48,4.29,scattered clouds
424,Muroto,JP,33.2833,134.15,62.71,93,100,10.18,moderate rain
425,Oriximina,BR,-1.7656,-55.8661,79.72,86,95,3.36,overcast clouds
426,Redmond,US,47.674,-122.1215,64.35,56,51,7.0,broken clouds
427,Okhotsk,RU,59.3833,143.3,20.37,93,70,5.99,broken clouds
428,Cayenne,GF,4.9333,-52.3333,81.09,1,0,6.91,clear sky
429,Melilla,ES,35.2937,-2.9383,61.18,72,0,3.44,clear sky
430,Tshikapa,CD,-6.4167,20.8,72.52,95,100,0.76,light rain
431,Necochea,AR,-38.5473,-58.7368,64.18,54,5,13.85,clear sky
432,Mitrofanovka,RU,49.9708,39.6939,50.58,74,100,7.09,overcast clouds
433,Labuan,MY,5.2767,115.2417,79.16,94,20,2.3,few clouds
434,Allapalli,IN,19.4167,80.0667,91.76,31,87,2.48,overcast clouds
435,Lufilufi,WS,-13.8745,-171.5986,83.98,75,30,5.84,light rain
436,Kenai,US,60.5544,-151.2583,52.03,57,20,11.5,few clouds
437,Rosia,RO,45.8167,24.3167,50.11,82,0,5.75,clear sky
438,Sisophon,KH,13.5859,102.9737,80.71,77,37,5.5,scattered clouds
439,Naze,JP,28.3667,129.4833,72.52,90,100,12.68,overcast clouds
440,Keokuk,US,40.3973,-91.3849,82.92,39,0,19.57,clear sky
441,Flin Flon,CA,54.7682,-101.865,44.44,39,40,9.22,scattered clouds
442,Grandview,US,38.8858,-94.533,73.08,67,100,25.32,light rain
443,Beyla,GN,8.6833,-8.6333,74.91,74,92,2.44,overcast clouds
444,Ngunguru,NZ,-35.6167,174.5,61.72,69,58,11.27,broken clouds
445,Veraval,IN,20.9,70.3667,83.08,55,0,13.13,clear sky
446,Qandala,SO,11.472,49.8728,85.84,63,0,6.78,clear sky
447,Popondetta,PG,-8.7537,148.2534,73.81,92,100,2.75,overcast clouds
448,Espanola,US,35.9911,-106.0806,65.01,15,4,1.01,clear sky
449,Kampot,KH,10.6167,104.1833,78.85,82,53,1.21,broken clouds
450,Yorosso,ML,12.3536,-4.7761,95.67,22,99,7.94,overcast clouds
451,Itarare,BR,-24.1125,-49.3317,67.57,88,94,7.7,overcast clouds
452,Maldonado,UY,-34.6667,-54.9167,67.39,48,2,6.26,clear sky
453,Saint-Pierre,RE,-21.3393,55.4781,74.88,75,20,6.91,few clouds
454,Kachiry,KZ,53.0675,76.1036,26.22,37,0,9.53,clear sky
455,Husavik,IS,66.0449,-17.3389,45.9,75,13,2.77,few clouds
456,Nova Odesa,UA,47.3078,31.7851,48.63,81,7,11.25,clear sky
457,Kindu,CD,-2.95,25.95,70.86,99,100,1.79,moderate rain
458,Tura,IN,25.5198,90.2201,72.45,88,0,6.58,clear sky
459,Bella Vista,US,36.4295,-94.2316,80.53,51,20,27.63,few clouds
460,Tessalit,ML,20.1986,1.0114,83.98,6,48,10.36,scattered clouds
461,Havre-Saint-Pierre,CA,50.2334,-63.5986,35.96,55,100,18.41,overcast clouds
462,Lena,ES,43.1,-5.7333,39.9,99,100,2.35,overcast clouds
463,Shimoda,JP,34.6667,138.95,63.1,78,100,6.53,overcast clouds
464,Baykit,RU,61.67,96.37,18.84,95,98,3.02,overcast clouds
465,Ushibuka,JP,32.1906,130.0228,63.82,96,100,7.2,heavy intensity rain
466,La Ligua,CL,-32.4524,-71.2311,67.84,56,0,5.39,clear sky
467,Imeni Zhelyabova,RU,58.9544,36.5956,40.68,89,100,7.85,overcast clouds
468,Avesta,SE,60.1455,16.1679,41.59,69,8,10.04,clear sky
469,La Libertad,EC,-2.2333,-80.9,78.46,73,0,10.36,clear sky
470,Pathein,MM,16.7833,94.7333,80.89,82,36,7.31,scattered clouds
471,Hohhot,CN,40.8106,111.6522,48.49,31,0,4.47,clear sky
472,Sakakah,SA,29.9697,40.2064,67.57,54,100,15.95,overcast clouds
473,Vrangel,RU,42.7297,133.0839,43.74,86,13,3.83,few clouds
474,Vostok,RU,46.4856,135.8833,38.17,81,100,10.89,overcast clouds
475,Odweyne,SO,9.4092,45.064,74.66,59,46,4.41,scattered clouds
476,Copiapo,CL,-27.3667,-70.3333,58.69,46,0,7.74,clear sky
477,Alghero,IT,40.5589,8.3181,60.89,72,0,16.11,clear sky
478,Stephenville,US,32.2207,-98.2023,82.17,52,100,17.27,overcast clouds
479,Buraydah,SA,26.326,43.975,68.45,57,100,12.57,overcast clouds
480,Mount Gambier,AU,-37.8333,140.7667,42.71,100,0,6.91,clear sky
481,Muravlenko,RU,63.7898,74.523,-3.93,100,30,5.03,scattered clouds
482,Ereymentau,KZ,51.6199,73.1033,26.87,47,2,10.2,clear sky
483,Kahului,US,20.8947,-156.47,82.42,54,40,21.85,scattered clouds
484,Tiznit,MA,29.5833,-9.5,53.98,74,21,8.81,few clouds
485,Daru,PG,-9.0763,143.2092,76.57,93,100,7.83,moderate rain
486,Springdale,US,36.1867,-94.1288,79.75,55,40,23.02,scattered clouds
487,Porto Velho,BR,-8.7619,-63.9039,87.85,62,40,3.44,scattered clouds
488,Ponta Delgada,PT,37.7333,-25.6667,57.92,82,40,16.11,scattered clouds
489,Merauke,ID,-8.4667,140.3333,79.36,83,100,5.5,overcast clouds
490,Manhattan,US,40.7834,-73.9662,67.41,37,0,11.5,clear sky
491,Pervomayskoye,RU,43.919,46.7102,50.25,68,35,6.02,scattered clouds
492,Pyapon,MM,16.2833,95.6833,80.71,79,18,7.45,few clouds
493,Ixtapa,MX,20.7,-105.2,90.52,32,1,8.52,clear sky
494,Khani,GE,41.9563,42.9566,60.37,66,3,7.11,clear sky
495,Xaltianguis,MX,17.0667,-99.8333,78.31,35,7,8.86,clear sky
496,Manicore,BR,-5.8092,-61.3003,81.0,91,27,0.45,scattered clouds
497,Smithers,CA,54.7804,-127.1743,46.72,57,100,9.22,overcast clouds
498,Sukumo,JP,32.9333,132.7333,61.45,98,100,6.89,moderate rain
499,Eyl,SO,7.9803,49.8164,81.99,76,25,7.83,scattered clouds
500,Didwana,IN,27.4,74.5667,78.85,16,0,4.7,clear sky
501,Pangnirtung,CA,66.1451,-65.7125,13.93,85,6,1.54,clear sky
502,Lukovetskiy,RU,64.2956,41.9211,31.37,95,100,5.14,overcast clouds
503,Los Llanos De Aridane,ES,28.6585,-17.9182,62.35,90,75,4.0,broken clouds
504,Arcachon,FR,44.5875,-1.0519,53.65,87,100,5.75,overcast clouds
505,Bacolod,PH,10.6667,122.95,78.44,82,100,5.91,overcast clouds
506,Lac-Megantic,CA,45.5834,-70.8823,46.51,38,89,10.51,overcast clouds
507,Mbandaka,CD,0.0487,18.2603,72.28,95,80,3.69,broken clouds
508,Ulaangom,MN,49.9811,92.0667,34.92,50,0,4.59,clear sky
509,Shalya,RU,57.2471,58.7298,30.22,87,86,4.72,overcast clouds
510,Ust-Kulom,RU,61.6864,53.6902,36.46,99,100,3.36,overcast clouds
511,Emmett,US,43.8735,-116.4993,61.0,37,40,5.01,scattered clouds
512,Noumea,NC,-22.2763,166.4572,77.0,99,69,14.27,broken clouds
513,Yarada,IN,17.65,83.2667,84.52,79,40,6.91,scattered clouds
514,Coihaique,CL,-45.5752,-72.0662,42.75,81,100,9.22,light intensity shower rain
515,Kerema,PG,-7.9631,145.7785,76.59,90,97,8.52,overcast clouds
516,Guilin,CN,25.2819,110.2864,71.71,97,42,0.18,light rain
517,Oga,IT,46.4631,10.347,41.68,99,100,6.89,overcast clouds
518,Kuybyshevo,RU,47.8123,38.9073,52.3,73,96,7.29,overcast clouds
519,Macas,EC,-2.3167,-78.1167,74.95,83,75,3.44,thunderstorm
520,Colquechaca,BO,-18.6667,-66.0167,46.02,31,13,6.2,few clouds
521,Chongwe,ZM,-15.3292,28.682,65.98,81,93,2.68,overcast clouds
522,Walvis Bay,NA,-22.9575,14.5053,58.15,82,0,9.22,clear sky
523,Gatton,AU,-27.55,152.2833,62.64,90,84,3.78,broken clouds
524,Kaduna,NG,10.5222,7.4383,78.89,68,100,5.95,overcast clouds
525,Baudh,IN,20.8416,84.3213,85.35,30,41,1.81,scattered clouds
526,Charters Towers,AU,-20.1,146.2667,67.35,90,85,10.78,overcast clouds
527,Tilichiki,RU,60.4667,166.1,19.31,92,100,8.1,overcast clouds
528,Bongaree,AU,-27.0797,153.1586,67.21,74,76,18.03,broken clouds
529,Itaituba,BR,-4.2761,-55.9836,91.56,58,20,5.75,few clouds
530,Port Shepstone,ZA,-30.7414,30.455,67.44,86,68,7.52,light rain
531,Beroroha,MG,-21.6667,45.1667,72.64,94,100,2.1,light rain
532,Kortkeros,RU,61.8106,51.5806,46.4,98,98,2.04,overcast clouds
533,Oranjestad,AW,12.524,-70.027,82.35,61,20,18.41,few clouds
534,Ofunato,JP,39.0717,141.7167,46.58,61,63,3.02,broken clouds
535,Chute-Aux-Outardes,CA,49.1168,-68.399,39.18,38,0,9.22,clear sky
536,Toro,CO,4.6117,-76.0814,87.08,80,56,5.26,light rain
537,Whitianga,NZ,-36.8333,175.7,61.84,67,13,11.21,few clouds
538,Santa Maria Del Oro,MX,25.9333,-105.3667,92.39,6,0,17.27,clear sky
539,Cao Bang,VN,22.6667,106.25,72.05,99,53,3.22,broken clouds
540,Hami,CN,42.8,93.45,63.9,24,38,9.98,scattered clouds
541,Saint-Augustin,CA,51.226,-58.6502,36.01,100,100,2.19,overcast clouds
542,Lacombe,CA,52.4668,-113.7353,53.02,46,3,1.14,clear sky
543,Wagar,SD,16.1525,36.2032,93.52,10,55,11.92,broken clouds
544,Carballo,ES,43.213,-8.691,53.87,82,36,4.56,scattered clouds
545,Baft,IR,29.234,56.6057,56.88,39,6,1.57,clear sky
546,Atambua,ID,-9.1061,124.8925,71.87,81,40,3.67,scattered clouds
547,Medina,SA,24.4686,39.6142,88.23,27,0,5.75,clear sky
548,Jiayuguan,CN,39.8167,98.3,52.88,22,4,7.45,clear sky
549,Magistralnyy,RU,56.1725,107.4458,23.86,91,100,7.05,light snow
550,Markova,UA,48.6758,24.4138,40.75,92,65,3.8,broken clouds
551,Rocha,UY,-34.4833,-54.3333,61.54,44,1,7.02,clear sky
552,Prince Rupert,CA,54.3161,-130.3201,44.69,87,100,33.38,light rain
553,Rio Gallegos,AR,-51.6226,-69.2181,46.45,87,100,4.61,overcast clouds
554,Ordu,TR,40.9086,37.6845,36.1,65,5,5.28,clear sky
555,Luanda,AO,-8.8368,13.2343,78.8,89,20,8.05,few clouds
556,Port-Gentil,GA,-0.7193,8.7815,80.56,89,40,4.61,scattered clouds
557,Constitucion,CL,-35.3333,-72.4167,58.87,87,95,4.14,overcast clouds
558,Ranong,TH,9.9658,98.6348,78.4,86,44,3.89,scattered clouds
559,Bonfim,BR,3.0833,-59.95,88.83,54,91,7.16,overcast clouds
560,Kazachinskoye,RU,57.6953,93.2761,18.64,93,16,3.53,few clouds
561,Machala,EC,-3.2667,-79.9667,84.15,61,20,6.91,few clouds
562,Waipawa,NZ,-41.4122,175.5153,53.46,73,40,4.36,scattered clouds
563,Nizhniy Chir,RU,48.3597,43.0865,52.03,72,27,3.91,scattered clouds
564,Constantine,DZ,36.365,6.6147,54.81,66,75,3.44,broken clouds
565,Evensk,RU,61.95,159.2333,23.22,72,92,13.13,overcast clouds
566,Kaberamaido,UG,1.7389,33.1594,66.85,91,100,4.07,light rain
567,Greymouth,NZ,-42.4667,171.2,57.29,85,100,13.71,overcast clouds
568,Staryy Nadym,RU,65.6118,72.6842,1.45,99,98,1.95,overcast clouds
569,Flagstaff,US,35.1981,-111.6513,64.06,19,0,9.22,clear sky
570,Boyuibe,BO,-20.4167,-63.2833,81.27,53,38,7.0,scattered clouds
571,Nueva Guinea,NI,11.6876,-84.4562,82.38,70,33,9.84,scattered clouds
572,Gorin,RU,51.1983,136.6669,31.44,99,100,4.25,light snow
573,Abu Zabad,SD,12.35,29.25,84.42,11,0,9.73,clear sky
574,Antalaha,MG,-14.9003,50.2788,73.11,92,89,5.12,moderate rain
575,Hay River,CA,60.8156,-115.7999,26.56,80,20,8.05,few clouds
576,Sept-Iles,CA,50.2001,-66.3821,41.43,35,75,16.11,broken clouds
577,Sibolga,ID,1.7427,98.7792,77.77,89,100,3.09,overcast clouds
578,Aykhal,RU,66.0,111.5,1.2,100,91,3.96,overcast clouds
579,Klyuchi,RU,52.2667,79.1667,25.2,61,17,13.96,few clouds
580,Samdari,IN,25.8167,72.5833,84.06,15,17,10.74,few clouds
581,Mahibadhoo,MV,3.7833,72.9667,84.0,73,63,9.62,broken clouds
582,Lynn Haven,US,30.2455,-85.6483,80.02,61,40,10.36,scattered clouds
583,Kungurtug,RU,50.5994,97.5228,22.24,73,28,2.39,scattered clouds
584,Taoudenni,ML,22.6783,-3.9836,82.13,13,6,10.11,clear sky
585,Ayan,RU,56.45,138.1667,22.03,90,86,3.98,overcast clouds
586,South Patrick Shores,US,28.2022,-80.6095,81.09,63,20,14.97,few clouds
587,Yazd,IR,31.8972,54.3675,73.51,21,40,4.61,scattered clouds
588,Gornozavodsk,RU,58.3758,58.3211,27.64,94,32,2.98,scattered clouds
589,Las Palmas,ES,28.4204,-14.0131,65.19,52,20,10.36,few clouds
590,Novo Aripuana,BR,-5.1206,-60.3797,79.12,91,96,2.57,overcast clouds
591,Alugan,PH,12.2188,125.4808,79.83,81,100,6.96,overcast clouds
592,Fallon,US,39.4735,-118.7774,59.92,27,40,6.91,scattered clouds
593,Pitimbu,BR,-7.4706,-34.8086,79.39,82,99,9.6,moderate rain
594,Bonavista,CA,48.6499,-53.1147,33.76,90,100,24.47,light snow
595,Quatre Cocos,MU,-20.2078,57.7625,77.11,60,75,18.57,broken clouds
596,Reconquista,AR,-29.15,-59.65,66.38,59,0,5.32,clear sky
597,Filadelfia,US,39.9523,-75.1638,65.5,39,100,8.05,overcast clouds
598,Mayo,US,38.8876,-76.5119,79.77,48,0,11.99,clear sky
599,Soyo,AO,-6.1349,12.3689,78.8,87,97,1.61,light rain
600,Tezu,IN,27.9167,96.1667,67.82,90,99,3.96,overcast clouds
601,Half Moon Bay,US,37.4636,-122.4286,75.54,63,20,4.61,few clouds
602,Jiangyou,CN,31.7667,104.7167,68.27,86,98,4.88,overcast clouds
603,Anandnagar,IN,27.1,83.2833,80.78,16,0,7.81,clear sky
604,Ahuimanu,US,21.4447,-157.8378,82.11,72,100,14.97,light rain
605,Zhigansk,RU,66.7697,123.3711,6.13,98,97,8.3,overcast clouds
606,Tortoli,IT,39.9256,9.6572,66.02,27,0,11.5,clear sky
607,Coquimbo,CL,-29.9533,-71.3436,56.93,100,100,14.97,overcast clouds
608,Esso,RU,55.9333,158.7,30.07,95,100,5.57,overcast clouds
609,Sterling,US,39.0062,-77.4286,82.11,44,75,9.22,broken clouds
610,Camopi,GF,3.1655,-52.3158,74.07,98,100,2.24,moderate rain
611,Yabrud,SY,33.9674,36.6574,60.62,51,65,2.01,broken clouds
612,Canutama,BR,-6.5339,-64.3831,80.56,92,89,0.09,light rain
613,Xai-Xai,MZ,-25.0519,33.6442,70.05,90,43,2.53,scattered clouds
614,Muli,MV,2.9167,73.5667,84.0,74,63,8.19,broken clouds
615,Kiama,AU,-34.6833,150.8667,57.25,93,10,1.01,clear sky
616,Callaguip,PH,18.0714,120.4867,80.55,73,4,3.11,clear sky
617,Zitlala,MX,17.6333,-99.0833,81.36,25,35,3.06,scattered clouds
618,Bac Lieu,VN,9.285,105.7244,81.45,81,70,6.08,broken clouds
619,Perth,AU,-31.9333,115.8333,62.78,68,0,17.27,clear sky
620,Shorapur,IN,16.5167,76.75,87.49,30,94,5.55,overcast clouds
621,Lang Suan,TH,9.9456,99.0785,78.28,87,37,1.41,scattered clouds
622,Inta,RU,66.0317,60.1659,7.56,95,89,4.12,overcast clouds
623,Tucurui,BR,-3.7661,-49.6725,74.86,94,100,5.1,overcast clouds
624,Natal,BR,-5.795,-35.2094,75.42,94,75,9.22,light rain
625,Debre Tabor,ET,11.85,38.0167,59.92,56,95,2.55,overcast clouds
626,Sao Joao Da Barra,BR,-21.6403,-41.0511,91.49,76,1,12.08,clear sky
627,Zabol,AF,32.25,67.25,65.35,22,95,10.02,overcast clouds
628,Boende,CD,-0.2167,20.8667,71.83,89,52,3.06,broken clouds
629,Tempio Pausania,IT,40.8974,9.1035,56.32,79,73,9.26,broken clouds
630,Sena Madureira,BR,-9.0656,-68.6569,82.72,75,100,1.32,overcast clouds
631,Taltal,CL,-25.4,-70.4833,64.0,78,33,2.3,scattered clouds
632,Khudumelapye,BW,-23.8833,24.75,65.48,64,22,4.72,few clouds
633,Cap-Aux-Meules,CA,47.3821,-61.8597,32.05,64,20,27.63,few clouds
634,Shiyan,CN,32.6475,110.7781,63.57,87,59,1.36,broken clouds
635,Harrison,US,30.4091,-89.0436,80.76,67,0,17.27,clear sky
636,Ukholovo,RU,53.7929,40.4892,48.65,74,53,5.39,broken clouds
637,Tanda,IN,26.55,82.65,82.56,15,0,7.18,clear sky
638,Yendi,GH,9.4427,-0.0099,87.55,50,73,8.28,broken clouds
639,Mabai,CN,23.0128,104.4508,60.6,96,80,4.41,broken clouds
640,Dasoguz,TM,41.8363,59.9666,64.35,72,0,4.61,clear sky
641,Mariani,IN,26.6667,94.3333,69.26,95,1,3.62,clear sky
642,Alekseyevsk,RU,57.8406,108.3492,26.91,95,100,5.03,overcast clouds
643,Campbell River,CA,50.0163,-125.2446,54.45,76,100,10.36,overcast clouds
644,Kimbe,PG,-5.5502,150.1429,75.99,92,35,2.89,light rain
645,Vanimo,PG,-2.6741,141.3028,76.21,87,100,3.98,overcast clouds
646,Umm Lajj,SA,25.0213,37.2685,76.82,72,0,4.92,clear sky
647,Namibe,AO,-15.1961,12.1522,72.05,74,29,3.47,scattered clouds
648,Springfield,US,37.2153,-93.2982,79.21,46,0,28.01,clear sky
649,Nizwa,OM,22.9333,57.5333,79.66,31,11,0.31,few clouds
650,Itoman,JP,26.1247,127.6694,75.97,96,40,11.5,scattered clouds
651,Bordighera,IT,43.7806,7.6645,55.35,88,87,17.0,light rain
652,Sabla,NG,12.7525,4.7077,97.74,13,95,5.41,overcast clouds
653,Itajuba,BR,-22.4256,-45.4528,78.75,83,1,0.49,clear sky
654,Bedesa,ET,8.9,40.7833,64.9,69,20,3.51,few clouds
655,Reus,ES,41.1561,1.1069,54.86,61,20,21.85,few clouds
656,Tual,ID,-5.6667,132.75,83.53,69,45,4.7,scattered clouds
657,Lata,PT,40.1629,-8.3327,45.55,95,9,1.66,clear sky
658,Pietarsaari,FI,63.65,22.6833,37.47,76,46,6.24,scattered clouds
659,Weyburn,CA,49.6668,-103.8511,37.62,81,100,32.21,overcast clouds
660,Te Anau,NZ,-45.4167,167.7167,50.83,88,100,4.76,overcast clouds
661,Deputatskiy,RU,69.3,139.9,2.98,97,100,0.67,overcast clouds
662,Skjervoy,NO,70.0311,20.9714,33.8,77,74,7.29,broken clouds
663,Kuytun,RU,54.3419,101.5036,26.42,62,100,2.28,overcast clouds
664,Birin,NP,26.8865,88.0718,59.83,69,0,4.65,clear sky
